EC_Number,Taxonomy,Genus,Species,Microbe,Reaction_ID,Reaction_Name,Definition,Equation,Reactants,Products,Reactants_With_Formula,Products_With_Formula,hit,matched_exudates,matched_side,matched_compounds_in_rxn
1.1.1.40,k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Nitrosomonadales;f__Nitrosomonadaceae;g__Nitrosospira;s__unclassified_Nitrosospira,Nitrosospira,unclassified Nitrosospira,unclassified Nitrosospira,R00216,(S)-malate:NADP+ oxidoreductase(oxaloacetate-decarboxylating),(S)-Malate + NADP+ <=> Pyruvate + CO2 + NADPH + H+,C00149 + C00006 <=> C00022 + C00011 + C00005 + C00080,C00149; C00006,C00022; C00011; C00005; C00080,C00149; C00006 [C4H6O5 | (S)-Malate; L-Malate; L-Apple acid; L-Malic acid; L-2-Hydroxybutanedioic acid; Malate; Malic acid],C00022; C00011; C00005; C00080 [C3H4O3 | Pyruvate; Pyruvic acid; 2-Oxopropanoate; 2-Oxopropanoic acid; Pyroracemic acid],TRUE,L(-)-Malic acid,Reactant,L-Malic acid
1.1.1.41,k__Bacteria;p__Chloroflexi;c__Anaerolineae;o__unclassified_Anaerolineae;f__unclassified_Anaerolineae;g__unclassified_Anaerolineae;s__unclassified_Anaerolineae,unclassified Anaerolineae,unclassified Anaerolineae,unclassified Anaerolineae,R00709,isocitrate:NAD+ oxidoreductase (decarboxylating),Isocitrate + NAD+ <=> 2-Oxoglutarate + CO2 + NADH + H+,C00311 + C00003 <=> C00026 + C00011 + C00004 + C00080,C00311; C00003,C00026; C00011; C00004; C00080,"C00311; C00003 [C6H8O7 | Isocitrate; Isocitric acid; 1-Hydroxytricarballylic acid; 1-Hydroxypropane-1,2,3-tricarboxylic acid]",C00026; C00011; C00004; C00080 [C5H6O5 | 2-Oxoglutarate; Oxoglutaric acid; 2-Ketoglutaric acid; alpha-Ketoglutaric acid],TRUE,Isocitric acid; alpha-Ketoglutaric acid,Reactant; Product,Isocitric acid; alpha-Ketoglutaric acid
1.1.1.42,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__unclassified_Rhodospirillales;g__Reyranella;s__Reyranella_soli,Reyranella,Reyranella soli,Reyranella soli,R00267,isocitrate:NADP+ oxidoreductase (decarboxylating),Isocitrate + NADP+ <=> 2-Oxoglutarate + CO2 + NADPH + H+,C00311 + C00006 <=> C00026 + C00011 + C00005 + C00080,C00311; C00006,C00026; C00011; C00005; C00080,"C00311; C00006 [C6H8O7 | Isocitrate; Isocitric acid; 1-Hydroxytricarballylic acid; 1-Hydroxypropane-1,2,3-tricarboxylic acid]",C00026; C00011; C00005; C00080 [C5H6O5 | 2-Oxoglutarate; Oxoglutaric acid; 2-Ketoglutaric acid; alpha-Ketoglutaric acid],TRUE,Isocitric acid; alpha-Ketoglutaric acid,Reactant; Product,Isocitric acid; alpha-Ketoglutaric acid
1.1.1.42,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__unclassified_Rhodospirillales;g__Reyranella;s__Reyranella_soli,Reyranella,Reyranella soli,Reyranella soli,R00268,oxalosuccinate carboxy-lyase (2-oxoglutarate-forming),Oxalosuccinate <=> 2-Oxoglutarate + CO2,C05379 <=> C00026 + C00011,C05379,C00026; C00011,C05379 [C6H6O7 | Oxalosuccinate; Oxalosuccinic acid],C00026; C00011 [C5H6O5 | 2-Oxoglutarate; Oxoglutaric acid; 2-Ketoglutaric acid; alpha-Ketoglutaric acid],TRUE,alpha-Ketoglutaric acid,Product,alpha-Ketoglutaric acid
1.1.1.42,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__unclassified_Rhodospirillales;g__Reyranella;s__Reyranella_soli,Reyranella,Reyranella soli,Reyranella soli,R01899,isocitrate:NADP+ oxidoreductase,Isocitrate + NADP+ <=> Oxalosuccinate + NADPH + H+,C00311 + C00006 <=> C05379 + C00005 + C00080,C00311; C00006,C05379; C00005; C00080,"C00311; C00006 [C6H8O7 | Isocitrate; Isocitric acid; 1-Hydroxytricarballylic acid; 1-Hydroxypropane-1,2,3-tricarboxylic acid]",C05379; C00005; C00080 [C6H6O7 | Oxalosuccinate; Oxalosuccinic acid],TRUE,Isocitric acid,Reactant,Isocitric acid
1.1.1.47,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Xanthobacteraceae;g__Pseudolabrys;s__Pseudolabrys_taiwanensis,Pseudolabrys,Pseudolabrys taiwanensis,Pseudolabrys taiwanensis,R01520,beta-D-glucose:NAD+ 1-oxoreductase,"beta-D-Glucose + NAD+ <=> D-Glucono-1,5-lactone + NADH + H+",C00221 + C00003 <=> C00198 + C00004 + C00080,C00221; C00003,C00198; C00004; C00080,C00221; C00003 [C6H12O6 | beta-D-Glucose; beta-D-Glucopyranose],"C00198; C00004; C00080 [C6H10O6 | D-Glucono-1,5-lactone; Gluconic lactone; Gluconic acid lactone; 1,5-Gluconolactone; delta-Gluconolactone; D-Gluconolactone; Gluconolactone]",TRUE,"D-Glucono-1,5-lactone; Gluconolactone",Product,"D-Glucono-1,5-lactone; Gluconolactone"
1.1.1.47,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Xanthobacteraceae;g__Pseudolabrys;s__Pseudolabrys_taiwanensis,Pseudolabrys,Pseudolabrys taiwanensis,Pseudolabrys taiwanensis,R01521,beta-D-glucose:NADP+ 1-oxoreductase,"beta-D-Glucose + NADP+ <=> D-Glucono-1,5-lactone + NADPH + H+",C00221 + C00006 <=> C00198 + C00005 + C00080,C00221; C00006,C00198; C00005; C00080,C00221; C00006 [C6H12O6 | beta-D-Glucose; beta-D-Glucopyranose],"C00198; C00005; C00080 [C6H10O6 | D-Glucono-1,5-lactone; Gluconic lactone; Gluconic acid lactone; 1,5-Gluconolactone; delta-Gluconolactone; D-Gluconolactone; Gluconolactone]",TRUE,"D-Glucono-1,5-lactone; Gluconolactone",Product,"D-Glucono-1,5-lactone; Gluconolactone"
1.1.1.53,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__unclassified_Alphaproteobacteria;f__unclassified_Alphaproteobacteria;g__unclassified_Alphaproteobacteria;s__Alphaproteobacteria_bacterium_RIFCSPHIGHO2_12_FULL_66_14,unclassified Alphaproteobacteria,Alphaproteobacteria bacterium RIFCSPHIGHO2 12 FULL 66 14,Alphaproteobacteria bacterium RIFCSPHIGHO2 12 FULL 66 14,R04831,cortolone:NAD+ oxidoreductase,Cortolone + NAD+ <=> Tetrahydrocortisone + NADH + H+,C05481 + C00003 <=> C05470 + C00004 + C00080,C05481; C00003,C05470; C00004; C00080,"C05481; C00003 [C21H34O5 | Cortolone; 3alpha,17alpha,20alpha,21-Tetrahydroxy-5beta-pregnan-11-one]",C05470; C00004; C00080 [C21H32O5 | Tetrahydrocortisone; Urocortisone],TRUE,Tetrahydrocortisone,Product,Tetrahydrocortisone
1.1.1.62,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__unclassified_Alphaproteobacteria;f__unclassified_Alphaproteobacteria;g__unclassified_Alphaproteobacteria;s__unclassified_Alphaproteobacteria,unclassified Alphaproteobacteria,unclassified Alphaproteobacteria,unclassified Alphaproteobacteria,R02352,estradiol-17beta:NAD+ 17-oxidoreductase,Estradiol-17beta + NAD+ <=> Estrone + NADH + H+,C00951 + C00003 <=> C00468 + C00004 + C00080,C00951; C00003,C00468; C00004; C00080,C00951; C00003 [C18H24O2 | Estradiol-17beta; Estradiol; beta-Estradiol],"C00468; C00004; C00080 [C18H22O2 | Estrone; 3-Hydroxy-1,3,5(10)-estratrien-17-one]",TRUE,Estrone,Product,Estrone
1.1.1.62,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__unclassified_Alphaproteobacteria;f__unclassified_Alphaproteobacteria;g__unclassified_Alphaproteobacteria;s__unclassified_Alphaproteobacteria,unclassified Alphaproteobacteria,unclassified Alphaproteobacteria,unclassified Alphaproteobacteria,R02353,estradiol-17beta:NADP+ 17-oxidoreductase,Estradiol-17beta + NADP+ <=> Estrone + NADPH + H+,C00951 + C00006 <=> C00468 + C00005 + C00080,C00951; C00006,C00468; C00005; C00080,C00951; C00006 [C18H24O2 | Estradiol-17beta; Estradiol; beta-Estradiol],"C00468; C00005; C00080 [C18H22O2 | Estrone; 3-Hydroxy-1,3,5(10)-estratrien-17-one]",TRUE,Estrone,Product,Estrone
1.1.1.62,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__unclassified_Alphaproteobacteria;f__unclassified_Alphaproteobacteria;g__unclassified_Alphaproteobacteria;s__unclassified_Alphaproteobacteria,unclassified Alphaproteobacteria,unclassified Alphaproteobacteria,unclassified Alphaproteobacteria,R04681,estriol:NAD+ 17-oxidoreductase,Estriol + NAD+ <=> 16alpha-Hydroxyestrone + NADH + H+,C05141 + C00003 <=> C05300 + C00004 + C00080,C05141; C00003,C05300; C00004; C00080,"C05141; C00003 [C18H24O3 | Estriol; 1,3,5(10)-Estratriene-3,16-alpha,17beta-triol]",C05300; C00004; C00080 [C18H22O3 | 16alpha-Hydroxyestrone],TRUE,Estriol; 16alpha-Hydroxyestrone,Reactant; Product,Estriol; 16alpha-Hydroxyestrone
1.1.1.62,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__unclassified_Alphaproteobacteria;f__unclassified_Alphaproteobacteria;g__unclassified_Alphaproteobacteria;s__unclassified_Alphaproteobacteria,unclassified Alphaproteobacteria,unclassified Alphaproteobacteria,unclassified Alphaproteobacteria,R04682,estriol:NADP+ 17-oxidoreductase,Estriol + NADP+ <=> 16alpha-Hydroxyestrone + NADPH + H+,C05141 + C00006 <=> C05300 + C00005 + C00080,C05141; C00006,C05300; C00005; C00080,"C05141; C00006 [C18H24O3 | Estriol; 1,3,5(10)-Estratriene-3,16-alpha,17beta-triol]",C05300; C00005; C00080 [C18H22O3 | 16alpha-Hydroxyestrone],TRUE,Estriol; 16alpha-Hydroxyestrone,Reactant; Product,Estriol; 16alpha-Hydroxyestrone
1.1.1.69,k__Archaea;p__Candidatus_Thorarchaeota;c__unclassified_Candidatus_Thorarchaeota;o__unclassified_Candidatus_Thorarchaeota;f__unclassified_Candidatus_Thorarchaeota;g__unclassified_Candidatus_Thorarchaeota;s__Candidatus_Thorarchaeota_archaeon,unclassified Candidatus Thorarchaeota,Candidatus Thorarchaeota archaeon,Candidatus Thorarchaeota archaeon,R01738,D-gluconate:NAD+ 5-oxidoreductase,D-Gluconic acid + NAD+ <=> 5-Dehydro-D-gluconate + NADH + H+,C00257 + C00003 <=> C01062 + C00004 + C00080,C00257; C00003,C01062; C00004; C00080,C00257; C00003 [C6H12O7 | D-Gluconic acid; D-Gluconate; D-gluco-Hexonic acid],C01062; C00004; C00080 [C6H10O7 | 5-Dehydro-D-gluconate; 5-Dehydrogluconate],TRUE,D-Gluconic acid,Reactant,D-Gluconic acid
1.1.1.69,k__Archaea;p__Candidatus_Thorarchaeota;c__unclassified_Candidatus_Thorarchaeota;o__unclassified_Candidatus_Thorarchaeota;f__unclassified_Candidatus_Thorarchaeota;g__unclassified_Candidatus_Thorarchaeota;s__Candidatus_Thorarchaeota_archaeon,unclassified Candidatus Thorarchaeota,Candidatus Thorarchaeota archaeon,Candidatus Thorarchaeota archaeon,R01740,D-gluconate:NADP+ 5-oxidoreductase,D-Gluconic acid + NADP+ <=> 5-Dehydro-D-gluconate + NADPH + H+,C00257 + C00006 <=> C01062 + C00005 + C00080,C00257; C00006,C01062; C00005; C00080,C00257; C00006 [C6H12O7 | D-Gluconic acid; D-Gluconate; D-gluco-Hexonic acid],C01062; C00005; C00080 [C6H10O7 | 5-Dehydro-D-gluconate; 5-Dehydrogluconate],TRUE,D-Gluconic acid,Reactant,D-Gluconic acid
1.1.1.88,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Oceanospirillales;f__Halomonadaceae;g__Halomonas;s__Halomonas_pantelleriensis,Halomonas,Halomonas pantelleriensis,Halomonas pantelleriensis,R02081,(R)-mevalonate:NAD+ oxidoreductase (CoA-acetylating),(R)-Mevalonate + CoA + 2 NAD+ <=> (S)-3-Hydroxy-3-methylglutaryl-CoA + 2 NADH + 2 H+,C00418 + C00010 + 2 C00003 <=> C00356 + 2 C00004 + 2 C00080,C00418; C00010; 2 C00003,C00356; 2 C00004; 2 C00080,"C00418; C00010; 2 C00003 [C6H12O4 | (R)-Mevalonate; Mevalonic acid; 3,5-Dihydroxy-3-methylvaleric acid; (3R)-3,5-Dihydroxy-3-methylpentanoic acid; (R)-Mevalonic acid]",C00356; 2 C00004; 2 C00080 [C27H44N7O20P3S | (S)-3-Hydroxy-3-methylglutaryl-CoA; Hydroxymethylglutaryl-CoA; Hydroxymethylglutaroyl coenzyme A; HMG-CoA; 3-Hydroxy-3-methylglutaryl-CoA],TRUE,Mevalonic acid,Reactant,Mevalonic acid
1.1.1.90,k__Bacteria;p__unclassified_Bacteria;c__unclassified_Bacteria;o__unclassified_Bacteria;f__unclassified_Bacteria;g__unclassified_Bacteria;s__uncultured_bacterium,unclassified Bacteria,uncultured bacterium,uncultured bacterium,R02611,phenylethylalcohol:NAD+ oxidoreductase,Phenylethyl alcohol + NAD+ <=> Phenylacetaldehyde + NADH + H+,C05853 + C00003 <=> C00601 + C00004 + C00080,C05853; C00003,C00601; C00004; C00080,C05853; C00003 [C8H10O | Phenylethyl alcohol; Phenethyl alcohol; 2-Phenylethanol],C00601; C00004; C00080 [C8H8O | Phenylacetaldehyde; alpha-Tolualdehyde],TRUE,Phenylacetaldehyde,Product,Phenylacetaldehyde
1.1.1.90,k__Bacteria;p__unclassified_Bacteria;c__unclassified_Bacteria;o__unclassified_Bacteria;f__unclassified_Bacteria;g__unclassified_Bacteria;s__uncultured_bacterium,unclassified Bacteria,uncultured bacterium,uncultured bacterium,R04304,4-hydroxyphenylethanol:NAD+ oxidoreductase,4-Hydroxyphenylethanol + NAD+ <=> 4-Hydroxyphenylacetaldehyde + NADH + H+,C06044 + C00003 <=> C03765 + C00004 + C00080,C06044; C00003,C03765; C00004; C00080,C06044; C00003 [C8H10O2 | 4-Hydroxyphenylethanol; Tyrosol],C03765; C00004; C00080 [C8H8O2 | 4-Hydroxyphenylacetaldehyde; 2-(4-Hydroxyphenyl)acetaldehyde],TRUE,Tyrosol,Reactant,Tyrosol
1.1.1.95,k__Bacteria;p__Chloroflexi;c__Chloroflexia;o__Chloroflexales;f__Roseiflexaceae;g__Kouleothrix;s__Kouleothrix_aurantiaca,Kouleothrix,Kouleothrix aurantiaca,Kouleothrix aurantiaca,R08198,,2-Hydroxyglutarate + NAD+ <=> 2-Oxoglutarate + NADH + H+,C02630 + C00003 <=> C00026 + C00004 + C00080,C02630; C00003,C00026; C00004; C00080,C02630; C00003 [C5H8O5 | 2-Hydroxyglutarate; alpha-Hydroxyglutarate; 2-Hydroxyglutaric acid],C00026; C00004; C00080 [C5H6O5 | 2-Oxoglutarate; Oxoglutaric acid; 2-Ketoglutaric acid; alpha-Ketoglutaric acid],TRUE,alpha-Ketoglutaric acid,Product,alpha-Ketoglutaric acid
1.1.3.8,k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__unclassified_Deltaproteobacteria;f__unclassified_Deltaproteobacteria;g__unclassified_Deltaproteobacteria;s__Deltaproteobacteria_bacterium_RBG_16_48_10,unclassified Deltaproteobacteria,Deltaproteobacteria bacterium RBG 16 48 10,Deltaproteobacteria bacterium RBG 16 48 10,R00647,,Ascorbate <=> L-xylo-Hexulonolactone,C00072 <=> C03289,C00072,C03289,C00072 [C6H8O6 | Ascorbate; Ascorbic acid; L-Ascorbate; L-Ascorbic acid; Vitamin C],"C03289 [C6H8O6 | L-xylo-Hexulonolactone; L-xylo-Hex-2-ulono-1,4-lactone]",TRUE,Ascorbic acid; Vitamin C,Reactant,Ascorbic acid; Vitamin C
1.1.3.8,k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__unclassified_Deltaproteobacteria;f__unclassified_Deltaproteobacteria;g__unclassified_Deltaproteobacteria;s__Deltaproteobacteria_bacterium_RBG_16_48_10,unclassified Deltaproteobacteria,Deltaproteobacteria bacterium RBG 16 48 10,Deltaproteobacteria bacterium RBG 16 48 10,R10053,"L-gulono-1,4-lactone:oxygen 3-oxidoreductase","L-Gulono-1,4-lactone + Oxygen <=> Ascorbate + Hydrogen peroxide",C01040 + C00007 <=> C00072 + C00027,C01040; C00007,C00072; C00027,"C01040; C00007 [C6H10O6 | L-Gulono-1,4-lactone; L-Gulono-gamma-lactone; gamma-Gulonolactone; L-Gulonic acid gamma-lactone; L-Gulonolactone]",C00072; C00027 [C6H8O6 | Ascorbate; Ascorbic acid; L-Ascorbate; L-Ascorbic acid; Vitamin C],TRUE,Ascorbic acid; Vitamin C,Product,Ascorbic acid; Vitamin C
1.1.5.2,k__Bacteria;p__Proteobacteria;c__Zetaproteobacteria;o__unclassified_Zetaproteobacteria;f__unclassified_Zetaproteobacteria;g__unclassified_Zetaproteobacteria;s__Zetaproteobacteria_bacterium,unclassified Zetaproteobacteria,Zetaproteobacteria bacterium,Zetaproteobacteria bacterium,R06620,D-glucose:ubiquinone oxidoreductase,"D-Glucose + Ubiquinone <=> D-Glucono-1,5-lactone + Ubiquinol",C00031 + C00399 <=> C00198 + C00390,C00031; C00399,C00198; C00390,C00031; C00399 [C6H12O6 | D-Glucose; Grape sugar; Dextrose; Glucose; D-Glucopyranose],"C00198; C00390 [C6H10O6 | D-Glucono-1,5-lactone; Gluconic lactone; Gluconic acid lactone; 1,5-Gluconolactone; delta-Gluconolactone; D-Gluconolactone; Gluconolactone]",TRUE,"D-Glucono-1,5-lactone; Gluconolactone",Product,"D-Glucono-1,5-lactone; Gluconolactone"
1.1.5.4,k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfuromonadales;f__Syntrophotaleaceae;g__Syntrophotalea;s__Syntrophotalea_carbinolica,Syntrophotalea,Syntrophotalea carbinolica,Syntrophotalea carbinolica,R00360,(S)-malate:oxygen oxidoreductase,(S)-Malate + Oxygen <=> Oxaloacetate + Hydrogen peroxide,C00149 + C00007 <=> C00036 + C00027,C00149; C00007,C00036; C00027,C00149; C00007 [C4H6O5 | (S)-Malate; L-Malate; L-Apple acid; L-Malic acid; L-2-Hydroxybutanedioic acid; Malate; Malic acid],C00036; C00027 [C4H4O5 | Oxaloacetate; Oxalacetic acid; Oxaloacetic acid; 2-Oxobutanedioic acid; 2-Oxosuccinic acid; keto-Oxaloacetate],TRUE,L(-)-Malic acid,Reactant,L-Malic acid
1.1.5.4,k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfuromonadales;f__Syntrophotaleaceae;g__Syntrophotalea;s__Syntrophotalea_carbinolica,Syntrophotalea,Syntrophotalea carbinolica,Syntrophotalea carbinolica,R00361,(S)-malate:quinone oxidoreductase,(S)-Malate + Quinone <=> Oxaloacetate + Hydroquinone,C00149 + C15602 <=> C00036 + C15603,C00149; C15602,C00036; C15603,C00149; C15602 [C4H6O5 | (S)-Malate; L-Malate; L-Apple acid; L-Malic acid; L-2-Hydroxybutanedioic acid; Malate; Malic acid],C00036; C15603 [C4H4O5 | Oxaloacetate; Oxalacetic acid; Oxaloacetic acid; 2-Oxobutanedioic acid; 2-Oxosuccinic acid; keto-Oxaloacetate],TRUE,L(-)-Malic acid,Reactant,L-Malic acid
1.1.5.4,k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfuromonadales;f__Syntrophotaleaceae;g__Syntrophotalea;s__Syntrophotalea_carbinolica,Syntrophotalea,Syntrophotalea carbinolica,Syntrophotalea carbinolica,R01257,(S)-malate:FAD oxidoreductase,(S)-Malate + FAD <=> Oxaloacetate + FADH2,C00149 + C00016 <=> C00036 + C01352,C00149; C00016,C00036; C01352,C00149; C00016 [C4H6O5 | (S)-Malate; L-Malate; L-Apple acid; L-Malic acid; L-2-Hydroxybutanedioic acid; Malate; Malic acid],C00036; C01352 [C4H4O5 | Oxaloacetate; Oxalacetic acid; Oxaloacetic acid; 2-Oxobutanedioic acid; 2-Oxosuccinic acid; keto-Oxaloacetate],TRUE,L(-)-Malic acid,Reactant,L-Malic acid
1.1.99.2,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Methylobacteriaceae;g__Enterovirga;s__Enterovirga_sp._DB1703,Enterovirga,Enterovirga sp. DB1703,Enterovirga sp. DB1703,R00298,(S)-2-hydroxyglutarate:acceptor 2-oxidoreductase,(S)-2-Hydroxyglutarate + Acceptor <=> 2-Oxoglutarate + Reduced acceptor,C03196 + C00028 <=> C00026 + C00030,C03196; C00028,C00026; C00030,C03196; C00028 [C5H8O5 | (S)-2-Hydroxyglutarate],C00026; C00030 [C5H6O5 | 2-Oxoglutarate; Oxoglutaric acid; 2-Ketoglutaric acid; alpha-Ketoglutaric acid],TRUE,alpha-Ketoglutaric acid,Product,alpha-Ketoglutaric acid
1.1.99.2,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Methylobacteriaceae;g__Enterovirga;s__Enterovirga_sp._DB1703,Enterovirga,Enterovirga sp. DB1703,Enterovirga sp. DB1703,R03534,2-hydroxyglutarate:(acceptor) 2-oxidoreductase,2-Hydroxyglutarate + FAD <=> 2-Oxoglutarate + FADH2,C02630 + C00016 <=> C00026 + C01352,C02630; C00016,C00026; C01352,C02630; C00016 [C5H8O5 | 2-Hydroxyglutarate; alpha-Hydroxyglutarate; 2-Hydroxyglutaric acid],C00026; C01352 [C5H6O5 | 2-Oxoglutarate; Oxoglutaric acid; 2-Ketoglutaric acid; alpha-Ketoglutaric acid],TRUE,alpha-Ketoglutaric acid,Product,alpha-Ketoglutaric acid
1.1.99.28,k__Bacteria;p__Actinobacteria;c__Actinomycetia;o__Streptomycetales;f__Streptomycetaceae;g__Streptomyces;s__Streptomyces_sp._F001,Streptomyces,Streptomyces sp. F001,Streptomyces sp. F001,R00874,D-glucose:D-fructose oxidoreductase,"D-Fructose + D-Glucose <=> D-Glucono-1,5-lactone + D-Sorbitol",C00095 + C00031 <=> C00198 + C00794,C00095; C00031,C00198; C00794,C00095; C00031 [C6H12O6 | D-Fructose; Levulose; Fruit sugar; D-arabino-Hexulose],"C00198; C00794 [C6H10O6 | D-Glucono-1,5-lactone; Gluconic lactone; Gluconic acid lactone; 1,5-Gluconolactone; delta-Gluconolactone; D-Gluconolactone; Gluconolactone]",TRUE,"D-Glucono-1,5-lactone; Gluconolactone",Product,"D-Glucono-1,5-lactone; Gluconolactone"
1.11.1.7,k__Bacteria;p__Actinobacteria;c__Actinomycetia;o__Micrococcales;f__Intrasporangiaceae;g__Pedococcus;s__Pedococcus_cremeus,Pedococcus,Pedococcus cremeus,Pedococcus cremeus,R03919,donor:hydrogen-peroxide oxidoreductase,Sinapyl alcohol <=> Syringyl lignin,C02325 <=> C15806,C02325,C15806,C02325 [C11H14O4 | Sinapyl alcohol; Sinapoyl alcohol],C15806 [NA | Syringyl lignin],TRUE,Sinapyl Alcohol,Reactant,Sinapyl alcohol
1.13.11.2,k__Bacteria;p__Actinobacteria;c__Actinomycetia;o__Streptomycetales;f__Streptomycetaceae;g__Streptomyces;s__Streptomyces_fodineus,Streptomyces,Streptomyces fodineus,Streptomyces fodineus,R00816,"catechol:oxygen 2,3-oxidoreductase (decyclizing)",Catechol + Oxygen <=> 2-Hydroxymuconate semialdehyde,C00090 + C00007 <=> C00682,C00090; C00007,C00682,"C00090; C00007 [C6H6O2 | Catechol; 1,2-Benzenediol; o-Benzenediol; 1,2-Dihydroxybenzene; Brenzcatechin; Pyrocatechol]",C00682 [C6H6O4 | 2-Hydroxymuconate semialdehyde; 2-Hydroxymuconic semialdehyde; 2-Hydroxymuconate-6-semialdehyde],TRUE,Catechol,Reactant,Catechol
1.13.11.2,k__Bacteria;p__Actinobacteria;c__Actinomycetia;o__Streptomycetales;f__Streptomycetaceae;g__Streptomyces;s__Streptomyces_fodineus,Streptomyces,Streptomyces fodineus,Streptomyces fodineus,R05295,"4-methylcatechol:oxygen 2,3-oxidoreductase(decyclizing)","4-Methylcatechol + Oxygen <=> 2-Hydroxy-5-methyl-cis,cis-muconic semialdehyde",C06730 + C00007 <=> C06760,C06730; C00007,C06760,"C06730; C00007 [C7H8O2 | 4-Methylcatechol; 3,4-Dihydroxytoluene; 1,2-Dihydroxy-4-methylbenzene; 4-Methyl-1,2-benzenediol]","C06760 [C7H8O4 | 2-Hydroxy-5-methyl-cis,cis-muconic semialdehyde; (2E,4Z)-2-Hydroxy-5-methyl-6-oxohexa-2,4-dienoate]",TRUE,4-Methylcatechol,Reactant,4-Methylcatechol
1.13.11.27,k__Bacteria;p__Spirochaetes;c__Spirochaetia;o__Leptospirales;f__Leptospiraceae;g__Leptospira;s__Leptospira_licerasiae,Leptospira,Leptospira licerasiae,Leptospira licerasiae,R01372,"phenylpyruvate:oxygen oxidoreductase (hydroxylating,decarboxylating)",Phenylpyruvate + Oxygen <=> 2-Hydroxyphenylacetate + CO2,C00166 + C00007 <=> C05852 + C00011,C00166; C00007,C05852; C00011,C00166; C00007 [C9H8O3 | Phenylpyruvate; Phenylpyruvic acid; alpha-Ketohydrocinnamic acid; keto-Phenylpyruvate; 3-Phenyl-2-oxopropanoate; 2-Oxo-3-phenylpropanoate],C05852; C00011 [C8H8O3 | 2-Hydroxyphenylacetate; 2-Hydroxyphenylacetic acid],TRUE,2-Hydroxyphenylacetic acid,Product,2-Hydroxyphenylacetic acid
1.13.11.3,k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Neobacillus;s__Neobacillus_bataviensis,Neobacillus,Neobacillus bataviensis,Neobacillus bataviensis,R01631,"protocatechuate:oxygen 3,4-oxidoreductase (decyclizing)","3,4-Dihydroxybenzoate + Oxygen <=> 3-Carboxy-cis,cis-muconate",C00230 + C00007 <=> C01163,C00230; C00007,C01163,"C00230; C00007 [C7H6O4 | 3,4-Dihydroxybenzoate; 3,4-Dihydroxybenzoic acid; Protocatechuate; Protocatechuic acid]","C01163 [C7H6O6 | 3-Carboxy-cis,cis-muconate; beta-Carboxy-cis,cis-muconate; cis,cis-Butadiene-1,2,4-tricarboxylate]",TRUE,"3,4-Dihydroxybenzoate; 3,4-Dihydroxybenzoic acid; Protocatechuic acid",Reactant,"3,4-Dihydroxybenzoate; 3,4-Dihydroxybenzoic acid; Protocatechuic acid"
1.13.11.3,k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Neobacillus;s__Neobacillus_bataviensis,Neobacillus,Neobacillus bataviensis,Neobacillus bataviensis,R03549,"gallate:oxygen 3,4-oxidoreductase (decyclizing)","Gallate + Oxygen <=> 2-Pyrone-4,6-dicarboxylate + H2O",C01424 + C00007 <=> C03671 + C00001,C01424; C00007,C03671; C00001,"C01424; C00007 [C7H6O5 | Gallate; Gallic acid; 3,4,5-Trihydroxybenzoic acid; 3,4,5-Trihydroxybenzoate; Pyrogallol-5-carboxylic acid]","C03671; C00001 [C7H4O6 | 2-Pyrone-4,6-dicarboxylate]",TRUE,Gallic acid,Reactant,Gallic acid
